분류-대-공정,분류-대-공정,분류-중-재료,분류-중-재료,분류-소-객체유형,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
FN000,가구 및 장비,,,,,,,,,,,,,E81,
FN100,공통 ,,,,,,,,,,,,,E81,
,,110.0,휴식용 가구,,,,,,,,,,,E81,
,,,,111.0,의자,,,,,,,APA,,E81,
,,,,,,FN111,FN111-의자(일반),○,,400x400,FN111-의자(일반) 400x400,APA,,E81,의자 사이즈별 추가 가능
,,,,,,,,○,,450x450,FN111-의자(일반) 450x450,APA,,E81,
,,,,,,FN111,FN111-의자(팔걸이형),○,,400x400,FN111-의자(팔걸이형) 400x400,APA,,E81,
,,,,,,,,○,,450x450,FN111-의자(팔걸이형) 450x450,APA,,E81,
,,,,,,FN111,FN111-스툴(일반),○,,380x300,FN111-스툴(일반) 380x300,APA,,E81,
,,,,,,,,○,,380x440,FN111-스툴(일반) 380x440,APA,,E81,
,,,,,,FN111,FN111-스툴(바),○,,380x300,FN111-스툴(바) 380x300,APA,,E81,
,,,,,,,,○,,380x440,FN111-스툴(바) 380x440,APA,,E81,
,,,,,,FN111,FN111-실내 벤치,○,,960x380,FN111-실내 벤치 960x380,APA,,E81,
,,,,,,,,○,,1300x380,FN111-실내 벤치 1300x380,APA,,E81,
,,,,,,,,○,,1800x450,FN111-실내 벤치 1800x450,APA,,E81,
,,,,,,FN111,FN111-바스툴 돔 고정형,○,,650x650x500,FN111-바스툴 돔 고정형 650x650x500,APA,,E81,
,,,,,,,,○,,650x650x600,FN111-바스툴 돔 고정형 650x650x600,APA,,E81,
,,,,,,,,○,,650x650x700,FN111-바스툴 돔 고정형 650x650x700,APA,,E81,
,,,,,,,,○,,풋링 650x650x700,FN111-바스툴 돔 고정형 풋링 650x650x700,APA,,E81,
,,,,,,,,○,,풋링 650x650x800,FN111-바스툴 돔 고정형 풋링 650x650x800,APA,,E81,
,,,,,,,,○,,풋링 650x650x900,FN111-바스툴 돔 고정형 풋링 650x650x900,APA,,E81,
,,,,,,FN111,FN111-바스툴 돔 이동형,○,,650x650x500,FN111-바스툴 돔 이동형 650x650x500,APA,,E81,
,,,,,,,,○,,650x650x600,FN111-바스툴 돔 이동형 650x650x600,APA,,E81,
,,,,,,,,○,,650x650x700,FN111-바스툴 돔 이동형 650x650x700,APA,,E81,
,,,,,,,,○,,풋링 650x650x700,FN111-바스툴 돔 이동형 풋링 650x650x700,APA,,E81,
,,,,,,,,○,,풋링 650x650x800,FN111-바스툴 돔 이동형 풋링 650x650x800,APA,,E81,
,,,,,,,,○,,풋링 650x650x900,FN111-바스툴 돔 이동형 풋링 650x650x900,APA,,E81,
,,,,,,FN111,FN111-바스툴 웨이브 고정형,○,,650x650x600,FN111-바스툴 웨이브 고정형 650x650x600,APA,,E81,
,,,,,,,,○,,650x650x700,FN111-바스툴 웨이브 고정형 650x650x700,APA,,E81,
,,,,,,,,○,,650x650x800,FN111-바스툴 웨이브 고정형 650x650x800,APA,,E81,
,,,,,,,,○,,풋링 650x650x800,FN111-바스툴 웨이브 고정형 풋링 650x650x800,APA,,E81,
,,,,,,,,○,,풋링 650x650x900,FN111-바스툴 웨이브 고정형 풋링 650x650x900,APA,,E81,
,,,,,,,,○,,풋링 650x650x1000,FN111-바스툴 웨이브 고정형 풋링 650x650x1000,APA,,E81,
,,,,,,FN111,FN111-바스툴 웨이브 이동형,○,,650x650x600,FN111-바스툴 웨이브 이동형 650x650x600,APA,,E81,
,,,,,,,,○,,650x650x700,FN111-바스툴 웨이브 이동형 650x650x700,APA,,E81,
,,,,,,,,○,,650x650x800,FN111-바스툴 웨이브 이동형 650x650x800,APA,,E81,
,,,,,,,,○,,풋링 650x650x800,FN111-바스툴 웨이브 이동형 풋링 650x650x800,APA,,E81,
,,,,,,,,○,,풋링 650x650x900,FN111-바스툴 웨이브 이동형 풋링 650x650x900,APA,,E81,
,,,,,,,,○,,풋링 650x650x1000,FN111-바스툴 웨이브 이동형 풋링 650x650x1000,APA,,E81,
,,,,,,FN111,FN111-바스툴 웨이브등받이 고정형,○,,650x650x600,FN111-바스툴 웨이브등받이 고정형 650x650x600,APA,,E81,
,,,,,,,,○,,650x650x700,FN111-바스툴 웨이브등받이 고정형 650x650x700,APA,,E81,
,,,,,,,,○,,650x650x800,FN111-바스툴 웨이브등받이 고정형 650x650x800,APA,,E81,
,,,,,,,,○,,풋링 650x650x800,FN111-바스툴 웨이브등받이 고정형 풋링 650x650x800,APA,,E81,
,,,,,,,,○,,풋링 650x650x900,FN111-바스툴 웨이브등받이 고정형 풋링 650x650x900,APA,,E81,
,,,,,,,,○,,풋링 650x650x1000,FN111-바스툴 웨이브등받이 고정형 풋링 650x650x1000,APA,,E81,
,,,,,,FN111,FN111-바스툴 웨이브등받이 이동형,○,,650x650x600,FN111-바스툴 웨이브등받이 이동형 650x650x600,APA,,E81,
,,,,,,,,○,,650x650x700,FN111-바스툴 웨이브등받이 이동형 650x650x700,APA,,E81,
,,,,,,,,○,,650x650x800,FN111-바스툴 웨이브등받이 이동형 650x650x800,APA,,E81,
,,,,,,,,○,,풋링 650x650x800,FN111-바스툴 웨이브등받이 이동형 풋링 650x650x800,APA,,E81,
,,,,,,,,○,,풋링 650x650x900,FN111-바스툴 웨이브등받이 이동형 풋링 650x650x900,APA,,E81,
,,,,,,,,○,,풋링 650x650x1000,FN111-바스툴 웨이브등받이 이동형 풋링 650x650x1000,APA,,E81,
,,,,,,FN111,FN111-대기실 의자,○,,1600x800,FN111-대기실 의자 1600x800,APA,,E81,
,,,,,,FN111,FN111-로비의자 원형,○,,2인용 900x500x610,FN111-로비의자 원형 2인용 900x500x610,APA,,E81,
,,,,,,,,○,,3인용 1300x500x610,FN111-로비의자 원형 3인용 1300x500x610,APA,,E81,
,,,,,,,,○,,4인용 1800x500x610,FN111-로비의자 원형 4인용 1800x500x610,APA,,E81,
,,,,,,,,○,,5인용 2200x500x610,FN111-로비의자 원형 5인용 2200x500x610,APA,,E81,
,,,,,,,,○,,테블릿 2인용 1400x500x610,FN111-로비의자 원형 테블릿 2인용 1400x500x610,APA,,E81,
,,,,,,,,○,,테블릿 3인용 1800x500x610,FN111-로비의자 원형 테블릿 3인용 1800x500x610,APA,,E81,
,,,,,,,,○,,테블릿 4인용 2300x500x610,FN111-로비의자 원형 테블릿 4인용 2300x500x610,APA,,E81,
,,,,,,,,○,,테블릿 5인용 2700x500x610,FN111-로비의자 원형 테블릿 5인용 2700x500x610,APA,,E81,
,,,,,,FN111,FN111-로비의자 각형,○,,2인용 1000x500x905,FN111-로비의자 각형 2인용 1000x500x905,APA,,E81,
,,,,,,,,○,,3인용 1500x500x905,FN111-로비의자 각형 3인용 1500x500x905,APA,,E81,
,,,,,,,,○,,4인용 2000x500x905,FN111-로비의자 각형 4인용 2000x500x905,APA,,E81,
,,,,,,,,○,,5인용 2500x500x905,FN111-로비의자 각형 5인용 2500x500x905,APA,,E81,
,,,,,,,,○,,테블릿 2인용 1500x500x905,FN111-로비의자 각형 테블릿 2인용 1500x500x905,APA,,E81,
,,,,,,,,○,,테블릿 3인용 2000x500x905,FN111-로비의자 각형 테블릿 3인용 2000x500x905,APA,,E81,
,,,,,,,,○,,테블릿 4인용 2500x500x905,FN111-로비의자 각형 테블릿 4인용 2500x500x905,APA,,E81,
,,,,,,,,○,,테블릿 5인용 3000x500x905,FN111-로비의자 각형 테블릿 5인용 3000x500x905,APA,,E81,
,,,,113.0,소파,,,,,,,,,E81,
,,,,,,FN113,FN113-소파(1인용),○,,750x900,FN113-소파(1인용) 750x900,APA,,E81,"소파 재료별 추가 가능 (가죽, 패브릭 등)"
,,,,,,,,○,,760x850,FN113-소파(1인용) 760x850,APA,,E81,
,,,,,,FN113,FN113-소파(2인용),○,,1360x860,FN113-소파(2인용) 1360x860,APA,,E81,
,,,,,,,,○,,1460x850,FN113-소파(2인용) 1460x850,APA,,E81,
,,,,,,FN113,FN113-소파(3인용),○,,1900x900,FN113-소파(3인용) 1900x900,APA,,E81,
,,,,,,,,○,,2100x950,FN113-소파(3인용) 2100x950,APA,,E81,
,,,,,,FN113,FN113-소파(4인용),○,,2900x950,FN113-소파(4인용) 2900x950,APA,,E81,
,,,,,,,,○,,2850x1000,FN113-소파(4인용) 2850x1000,APA,,E81,
,,,,,,FN113,FN113-소파 스툴,○,,620x660x480,FN113-소파 스툴 620x660x480,APA,,E81,
,,,,,,,,○,,760x610x440,FN113-소파 스툴 760x610x440,APA,,E81,
,,,,,,,,○,,850x650x400,FN113-소파 스툴 850x650x400,APA,,E81,
,,,,,,FN113,FN113-소파 세트 Type 1,○,,(좌형),FN113-소파 세트 Type 1 (좌형),APA,,E81,"3+1, 'ㄱ'자"
,,,,,,,,○,,(우형),FN113-소파 세트 Type 1 (우형),APA,,E81,
,,,,,,FN113,FN113-소파 세트 Type 2,○,,,FN113-소파 세트 Type 2 ,APA,,E81,"4+1, 'ㄱ'자"
,,,,,,FN113,FN113-소파 세트 Type 3,,,,FN113-소파 세트 Type 3 ,,,E81,"3+1+1, 'ㄷ'자"
,,,,114.0,테이블,,,,,,,,,E81,
,,,,,,FN114,FN114-소파테이블(각형),○,,900x600,FN114-소파테이블(각형) 900x600,APA,,E81,
,,,,,,,,○,,800x800,FN114-소파테이블(각형) 800x800,APA,,E81,
,,,,,,,,○,,1200x600,FN114-소파테이블(각형) 1200x600,APA,,E81,
,,,,,,FN114,FN114-소파테이블(원형),○,,D800,FN114-소파테이블(원형) D800,APA,,E81,
,,,,,,,,○,,D900,FN114-소파테이블(원형) D900,APA,,E81,
,,,,,,FN114,FN114-사이드테이블(각형),○,,400x400,FN114-사이드테이블(각형) 400x400,APA,,E81,
,,,,,,,,○,,450x450,FN114-사이드테이블(각형) 450x450,APA,,E81,
,,,,,,FN114,FN114-사이드테이블(원형),○,,D360,FN114-사이드테이블(원형) D360,APA,,E81,
,,,,,,,,○,,D500,FN114-사이드테이블(원형) D500,APA,,E81,
,,,,115.0,쿠션,,,,,,,APA,,E81,
,,,,,,FN115,FN115-쿠션,○,,400x400,FN115-쿠션 400x400,APA,,E81,
,,,,,,,,,,,,,,E81,
,,120.0,업무용 가구,,,,,,,,,,,E81,
,,,,121.0,업무의자,,,,,,,,,E81,
,,,,,,FN121,FN121-사무용 의자,○,,600x600,FN121-사무용 의자 600x600,APA,,E81,
,,,,,,FN121,FN121-사무용 의자(헤드),○,,600x600,FN121-사무용 의자(헤드) 600x600,APA,,E81,
,,,,,,FN121,"FN121-회의용 의자(회전, 일반)",○,,550x550,"FN121-회의용 의자(회전, 일반) 550x550",APA,,E81,
,,,,,,FN121,"FN121-회의용 의자(회전, 팔걸이)",○,,600x550,"FN121-회의용 의자(회전, 팔걸이) 600x550",APA,,E81,
,,,,,,FN121,"FN121-회의용 의자(고정, 일반)",○,,550x550,"FN121-회의용 의자(고정, 일반) 550x550",APA,,E81,
,,,,,,FN121,"FN121-회의용 의자(고정, 팔걸이)",○,,600x550,"FN121-회의용 의자(고정, 팔걸이) 600x550",APA,,E81,
,,,,,,FN121,FN121-접이식 의자,,,510x490,FN121-접이식 의자 510x490,APA,,E81,
,,,,,,FN121,FN121-사무의자 고정,,,,,APA,,E81,
,,,,,,,,○,,535x625,FN121-사무의자 고정 535x625,APA,,E81,
,,,,,,,,○,,팔걸이 535x625,FN121-사무의자 고정 팔걸이 535x625,APA,,E81,
,,,,,,,,○,,헤드 535x625,FN121-사무의자 고정 헤드 535x625,APA,,E81,
,,,,,,,,○,,팔걸이 헤드 535x625,FN121-사무의자 고정 팔걸이 헤드 535x625,APA,,E81,
,,,,,,FN121,FN121-사무의자 회전,,,,,APA,,E81,
,,,,,,,,○,,670x700,FN121-사무의자 회전 670x700,APA,,E81,
,,,,,,,,○,,팔걸이 670x700,FN121-사무의자 회전 팔걸이 670x700,APA,,E81,
,,,,,,,,○,,헤드 670x700,FN121-사무의자 회전 헤드 670x700,APA,,E81,
,,,,,,,,○,,팔걸이 헤드 670x700,FN121-사무의자 회전 팔걸이 헤드 670x700,APA,,E81,
,,,,,,FN121,FN121-사무의자 등받이일체형 고정,,,,,APA,,E81,
,,,,,,,,○,,580x680,FN121-사무의자 등받이일체형 고정 580x680,APA,,E81,
,,,,,,,,○,,팔걸이 580x680,FN121-사무의자 등받이일체형 고정 팔걸이 580x680,APA,,E81,
,,,,,,,,○,,헤드 580x680,FN121-사무의자 등받이일체형 고정 헤드 580x680,APA,,E81,
,,,,,,,,○,,팔걸이 헤드 580x680,FN121-사무의자 등받이일체형 고정 팔걸이 헤드 580x680,APA,,E81,
,,,,,,FN121,FN121-사무의자 등받이일체형 회전,,,,,APA,,E81,
,,,,,,,,○,,670x700,FN121-사무의자 등받이일체형 회전 670x700,APA,,E81,
,,,,,,,,○,,팔걸이 670x700,FN121-사무의자 등받이일체형 회전 팔걸이 670x700,APA,,E81,
,,,,,,,,○,,헤드 670x700,FN121-사무의자 등받이일체형 회전 헤드 670x700,APA,,E81,
,,,,,,,,○,,팔걸이 헤드 670x700,FN121-사무의자 등받이일체형 회전 팔걸이 헤드 670x700,APA,,E81,
,,,,122.0,업무수행 테이블,,,,,,,APA,,E81,
,,,,,,FN122,FN122-업무용 책상(일자형),○,,800x600,FN122-업무용 책상(일자형) 800x600,APA,,E81,
,,,,,,,,○,,800x700,FN122-업무용 책상(일자형) 800x700,APA,,E81,
,,,,,,,,○,,800x800,FN122-업무용 책상(일자형) 800x800,APA,,E81,
,,,,,,,,○,,1000x600,FN122-업무용 책상(일자형) 1000x600,APA,,E81,
,,,,,,,,○,,1000x700,FN122-업무용 책상(일자형) 1000x700,APA,,E81,
,,,,,,,,○,,1000x800,FN122-업무용 책상(일자형) 1000x800,APA,,E81,
,,,,,,,,○,,1200x600,FN122-업무용 책상(일자형) 1200x600,APA,,E81,
,,,,,,,,○,,1200x700,FN122-업무용 책상(일자형) 1200x700,APA,,E81,
,,,,,,,,○,,1200x800,FN122-업무용 책상(일자형) 1200x800,APA,,E81,
,,,,,,,,○,,1400x600,FN122-업무용 책상(일자형) 1400x600,APA,,E81,
,,,,,,,,○,,1400x700,FN122-업무용 책상(일자형) 1400x700,APA,,E81,
,,,,,,,,○,,1400x800,FN122-업무용 책상(일자형) 1400x800,APA,,E81,
,,,,,,,,○,,1600x600,FN122-업무용 책상(일자형) 1600x600,APA,,E81,
,,,,,,,,○,,1600x700,FN122-업무용 책상(일자형) 1600x700,APA,,E81,
,,,,,,,,○,,1600x800,FN122-업무용 책상(일자형) 1600x800,APA,,E81,
,,,,,,,,○,,1800x600,FN122-업무용 책상(일자형) 1800x600,APA,,E81,
,,,,,,,,○,,1800x700,FN122-업무용 책상(일자형) 1800x700,APA,,E81,
,,,,,,,,○,,1800x800,FN122-업무용 책상(일자형) 1800x800,APA,,E81,
,,,,,,,,○,,2000x600,FN122-업무용 책상(일자형) 2000x600,APA,,E81,
,,,,,,,,○,,2000x700,FN122-업무용 책상(일자형) 2000x700,APA,,E81,
,,,,,,,,○,,2000x800,FN122-업무용 책상(일자형) 2000x800,APA,,E81,
,,,,,,FN122,FN122-업무용 책상(L형),○,,1400x1200 좌형,FN122-업무용 책상(L형) 1400x1200 좌형,APA,,E81,
,,,,,,,,○,,1400x1200 우형,FN122-업무용 책상(L형) 1400x1200 우형,APA,,E81,
,,,,,,,,○,,1600x1200 좌형,FN122-업무용 책상(L형) 1600x1200 좌형,APA,,E81,
,,,,,,,,○,,1600x1200 우형,FN122-업무용 책상(L형) 1600x1200 우형,APA,,E81,
,,,,,,,,○,,1800x1200 좌형,FN122-업무용 책상(L형) 1800x1200 좌형,APA,,E81,
,,,,,,,,○,,1800x1200 우형,FN122-업무용 책상(L형) 1800x1200 우형,APA,,E81,
,,,,,,FN122,FN122-회의용 책상(각형),○,,1500x900,FN122-회의용 책상(각형) 1500x900,APA,,E81,
,,,,,,,,○,,1800x900,FN122-회의용 책상(각형) 1800x900,APA,,E81,
,,,,,,,,○,,2400x1200,FN122-회의용 책상(각형) 2400x1200,APA,,E81,
,,,,,,,,○,,3600x1200,FN122-회의용 책상(각형) 3600x1200,APA,,E81,
,,,,,,FN122,FN122-회의용 책상(원형),○,,D900,FN122-회의용 책상(원형) D900,APA,,E81,
,,,,,,,,○,,D1050,FN122-회의용 책상(원형) D1050,APA,,E81,
,,,,,,,,○,,D1200,FN122-회의용 책상(원형) D1200,APA,,E81,
,,,,,,FN122,FN122-회의실 원형 테이블 세트 4인용,○,,,FN122-회의실 원형 테이블 세트 4인용 ,APA,,E81,
,,,,,,FN122,FN122-회의실 원형 테이블 세트 5인용,○,,,FN122-회의실 원형 테이블 세트 5인용 ,APA,,E81,
,,,,,,FN122,FN122-회의실 원형 테이블 세트 6인용,○,,,FN122-회의실 원형 테이블 세트 6인용 ,APA,,E81,
,,,,,,FN122,FN122-회의실 사각 테이블 세트 4인용 Type 1,○,,,FN122-회의실 사각 테이블 세트 4인용 Type 1 ,APA,,E81,
,,,,,,FN122,FN122-회의실 사각 테이블 세트 4인용 Type 2,○,,,FN122-회의실 사각 테이블 세트 4인용 Type 2 ,APA,,E81,
,,,,,,FN122,FN122-회의실 사각 테이블 세트 6인용,○,,,FN122-회의실 사각 테이블 세트 6인용 ,APA,,E81,
,,,,,,FN122,FN122-회의실 사각 테이블 세트 8인용,○,,,FN122-회의실 사각 테이블 세트 8인용 ,APA,,E81,
,,,,,,FN122,FN122-회의실 테이블 세트 11인용,○,,,FN122-회의실 테이블 세트 11인용 ,APA,,E81,
,,,,,,FN122,FN122-회의실 테이블 세트 12인용,○,,,FN122-회의실 테이블 세트 12인용 ,APA,,E81,
,,,,,,FN122,FN122-접이식 테이블,,,700x500,FN122-접이식 테이블 700x500,APA,,E81,
,,,,,,,,,,1200x500,FN122-접이식 테이블 1200x500,APA,,E81,
,,,,,,,,,,1400x500,FN122-접이식 테이블 1400x500,APA,,E81,
,,,,,,,,,,1600x500,FN122-접이식 테이블 1600x500,APA,,E81,
,,,,,,,,,,1800x500,FN122-접이식 테이블 1800x500,APA,,E81,
,,,,,,,,,,,,,,E81,
,,,,,,FN122,FN122-회의 테이블 일반(단독형),○,,1600x750x750,FN122-회의 테이블 일반(단독형) 1600x750x750,APA,,E81,
,,,,,,,FN122-회의 테이블 일반(스타터),○,,1600x750x750,FN122-회의 테이블 일반(스타터) 1600x750x750,APA,,E81,
,,,,,,,FN122-회의 테이블 일반(애더),○,,1600x750x750,FN122-회의 테이블 일반(애더) 1600x750x750,APA,,E81,
,,,,,,,FN122-회의 테이블 일반(엔더),○,,1600x750x750,FN122-회의 테이블 일반(엔더) 1600x750x750,APA,,E81,
,,,,,,,FN122-회의 테이블 코너 상석,○,,2195x750x750,FN122-회의 테이블 코너 상석 2195x750x750,APA,,E81,
,,,,,,,FN122-회의 테이블 코너(스타터),○,,2000x750x750,FN122-회의 테이블 코너(스타터) 2000x750x750,APA,,E81,
,,,,,,,FN122-회의 테이블 코너(애더 직선),○,,2000x750x750,FN122-회의 테이블 코너(애더 직선) 2000x750x750,APA,,E81,
,,,,,,,FN122-회의 테이블 코너(애더 코너),○,,2000x750x750,FN122-회의 테이블 코너(애더 코너) 2000x750x750,APA,,E81,
,,,,,,,FN122-회의 테이블 코너(엔더),○,,2000x750x750,FN122-회의 테이블 코너(엔더) 2000x750x750,APA,,E81,
,,,,,,,FN122-회의 테이블 세트(3인) Type 1,○,,2600x3400,FN122-회의 테이블 세트(3인) Type 1 2600x3400,APA,,E81,
,,,,,,,FN122-회의 테이블 세트(3인) Type 2,○,,4800x1400,FN122-회의 테이블 세트(3인) Type 2 4800x1400,APA,,E81,
,,,,,,,FN122-회의 테이블 세트(4인),○,,3500x3500,FN122-회의 테이블 세트(4인) 3500x3500,APA,,E81,
,,,,,,,FN122-회의 테이블 세트(5인),○,,4200x3400,FN122-회의 테이블 세트(5인) 4200x3400,APA,,E81,
,,,,,,,FN122-회의 테이블 세트(6인),○,,5200x3400,FN122-회의 테이블 세트(6인) 5200x3400,APA,,E81,
,,,,,,,FN122-회의 테이블 세트(7인),○,,5800x3400,FN122-회의 테이블 세트(7인) 5800x3400,APA,,E81,
,,,,,,,FN122-회의 테이블 세트(8인) Type 1,○,,5200x5200,FN122-회의 테이블 세트(8인) Type 1 5200x5200,APA,,E81,
,,,,,,,FN122-회의 테이블 세트(8인) Type 2,○,,6800x3400,FN122-회의 테이블 세트(8인) Type 2 6800x3400,APA,,E81,
,,,,,,,FN122-회의 테이블 세트(10인),○,,6800x5200,FN122-회의 테이블 세트(10인) 6800x5200,APA,,E81,
,,,,,,,,,,,,,,E81,
,,,,,,,,,,,,,,E81,
,,,,,,,,,,,,,,E81,
,,,,,,,,,,,,,,E81,
,,,,,,,,,,,,,,E81,
,,,,,,,,,,,,,,E81,
,,130.0,보관용 가구,,,,,,,,,,,E81,
,,,,131.0,옷장,FN131,FN131-옷장,○,,800x600,FN131-옷장 800x600,APA143,,E81,
,,,,,,,,○,,1200x600,FN131-옷장 1200x600,APA143,,E81,
,,,,,,,,○,,2400x600,FN131-옷장 2400x600,APA143,,E81,
,,,,,,,,○,,2700x600,FN131-옷장 2700x600,APA143,,E81,
,,,,,,,,○,,3000x600,FN131-옷장 3000x600,APA143,,E81,
,,,,,,,,○,,3200x600,FN131-옷장 3200x600,APA143,,E81,
,,,,,,,,,,,,,,E81,
,,,,,,,,,,,,,,E81,
,,,,132.0,서랍장,FN132,FN132-서랍장(3단),○,,800x500,FN132-서랍장(3단) 800x500,APA143,,E81,
,,,,,,,,○,,1200x500,FN132-서랍장(3단) 1200x500,APA143,,E81,
,,,,,,FN132,FN132-서랍장(5단),○,,800x500,FN132-서랍장(5단) 800x500,,,E81,
,,,,,,,,○,,1200x500,FN132-서랍장(5단) 1200x500,,,E81,
,,,,,,FN132,FN132-업무용 서랍장,○,,400x550,FN132-업무용 서랍장 400x550,,,E81,
,,,,133.0,책장,FN133,FN133-책장,,,(2단) 800x320x820,FN133-책장 (2단) 800x320x820,APA143,,E81,
,,,,,,,,,,(3단) 800x320x1200,FN133-책장 (2단) 800x320x820,APA143,,E81,
,,,,,,,,,,(4단) 800x320x1550,FN133-책장 (2단) 800x320x820,APA143,,E81,
,,,,,,,,,,(5단) 800x320x1900,FN133-책장 (2단) 800x320x820,APA143,,E81,
,,,,,,,,,,(6단) 800x320x2215,FN133-책장 (2단) 800x320x820,APA143,,E81,
,,,,,,FN133,FN133-Bookcase,,,,,,,E81,
,,,,,,,,○,,2단 2칸 600x292x721,FN133-Bookcase 2단 2칸 600x292x721,APA143,,E81,
,,,,,,,,○,,2단 4칸 800x292x721,FN133-Bookcase 2단 4칸 800x292x721,APA143,,E81,
,,,,,,,,○,,3단 3칸 600x292x1054.5,FN133-Bookcase 3단 3칸 600x292x1054.5,APA143,,E81,
,,,,,,,,○,,3단 6칸 800x292x1054.5,FN133-Bookcase 3단 6칸 800x292x1054.5,APA143,,E81,
,,,,,,,,○,,4단 4칸 400x292x1388,FN133-Bookcase 4단 4칸 400x292x1388,APA143,,E81,
,,,,,,,,○,,4단 4칸 600x292x1388,FN133-Bookcase 4단 4칸 600x292x1388,APA143,,E81,
,,,,,,,,○,,4단 8칸 800x292x1388,FN133-Bookcase 4단 8칸 800x292x1388,APA143,,E81,
,,,,,,,,○,,6단 6칸 400x292x2055,FN133-Bookcase 6단 6칸 400x292x2055,APA143,,E81,
,,,,,,,,○,,6단 6칸 600x292x2055,FN133-Bookcase 6단 6칸 600x292x2055,APA143,,E81,
,,,,,,,,○,,6단 12칸 800x292x2055,FN133-Bookcase 6단 12칸 800x292x2055,APA143,,E81,
,,,,134.0,파일 캐비닛,FN134,FN134-파일 캐비닛,○,,850x350,FN134-파일 캐비닛 850x350,APA143,,E81,
,,,,,,,,○,,850x450,FN134-파일 캐비닛 850x450,APA143,,E81,
,,,,,,,,○,,850x510,FN134-파일 캐비닛 850x510,APA143,,E81,
,,,,,,FN134,FN134-캐비닛,○,,800x419x809,FN134-캐비닛 800x419x809,APA143,,E81,
,,,,,,,,○,,800x419x1162,FN134-캐비닛 800x419x1162,APA143,,E81,
,,,,,,,,○,,800x419x1515,FN134-캐비닛 800x419x1515,APA143,,E81,
