분류-대-공정,분류-대-공정,분류-중-재료,분류-중-재료,분류-소-객체유형,분류-소-객체유형,라이브러리-라이브러리 ID(코드),라이브러리-파일명,라이브러리-확장자-rfa,라이브러리-확장자-rte,라이브러리-명칭,라이브러리-명칭(유형명),조달청 표준공사코드-세부공종코드(전체),조달청 표준공사코드-세부공종코드(추가),관련규격-KBIMS 부위분류,비고
,,,,,,,,○,,800x419x1868,FN134-캐비닛 800x419x1868,APA143,,E81,
,,,,,,,,○,,800x419x2221,FN134-캐비닛 800x419x2221,APA143,,E81,
,,,,135.0,철제사물함,FN135,FN135-철제사물함 1칸,○,,450x510x1780,FN135-철제사물함 1칸 450x510x1780,APA143,,E81,
,,,,,,FN135,FN135-철제사물함 2칸,○,,610x510x1780,FN135-철제사물함 2칸 610x510x1780,APA143,,E81,
,,,,,,FN135,FN135-철제사물함 3칸,○,,900x510x1780,FN135-철제사물함 3칸 900x510x1780,APA143,,E81,
,,,,136.0,욕실장,FN136,FN136-욕실장(슬라이딩형),○,,400x170x800,FN136-욕실장(슬라이딩형) 400x170x800,APA142,,E81,
,,,,,,,,○,,600x170x800,FN136-욕실장(슬라이딩형) 600x170x800,APA142,,E81,
,,,,,,,,○,,500x170x700,FN136-욕실장(슬라이딩형) 500x170x700,APA142,,E81,
,,,,,,FN136,FN136-욕실장(여닫이형),○,,400x170x800,FN136-욕실장(여닫이형) 400x170x800,APA142,,E81,
,,,,,,,,○,,600x170x800,FN136-욕실장(여닫이형) 600x170x800,APA142,,E81,
,,,,,,,,,,,,,,E81,
,,,,137.0,도어 캐비닛,FN137,FN137-도어캐비닛 외문,,,,,APA143,,E81,
,,,,,도어 캐비닛,,,○,,2단 600x400x800,FN137-도어캐비닛 외문 2단 600x400x800,APA143,,E81,
,,,,,,,,○,,3단 600x400x1150,FN137-도어캐비닛 외문 3단 600x400x1150,APA143,,E81,
,,,,,,,,○,,4단 600x400x1660,FN137-도어캐비닛 외문 4단 600x400x1660,APA143,,E81,
,,,,,,,,○,,5단 600x400x2000,FN137-도어캐비닛 외문 5단 600x400x2000,APA143,,E81,
,,,,,,,,○,,6단 600x400x2350,FN137-도어캐비닛 외문 6단 600x400x2350,APA143,,E81,
,,,,,,FN137,FN137-도어캐비닛 양문,,,,,APA143,,E81,
,,,,,,,,○,,2단 800x400x800,FN137-도어캐비닛 양문 2단 800x400x800,APA143,,E81,
,,,,,,,,○,,3단 800x400x1150,FN137-도어캐비닛 양문 3단 800x400x1150,APA143,,E81,
,,,,,,,,○,,4단 800x400x1660,FN137-도어캐비닛 양문 4단 800x400x1660,APA143,,E81,
,,,,,,,,○,,5단 800x400x2000,FN137-도어캐비닛 양문 5단 800x400x2000,APA143,,E81,
,,,,,,,,○,,6단 800x400x2350,FN137-도어캐비닛 양문 6단 800x400x2350,APA143,,E81,
,,,,,,FN137,FN137-유리도어캐비닛 양문,,,,,APA143,,E81,
,,,,,,,,○,,2단 800x400x800,FN137-유리도어캐비닛 양문 2단 800x400x800,APA143,,E81,
,,,,,,,,○,,3단 800x400x1150,FN137-유리도어캐비닛 양문 3단 800x400x1150,APA143,,E81,
,,,,,,,,○,,4단 800x400x1660,FN137-유리도어캐비닛 양문 4단 800x400x1660,APA143,,E81,
,,,,,,,,○,,5단 800x400x2000,FN137-유리도어캐비닛 양문 5단 800x400x2000,APA143,,E81,
,,,,,,,,○,,6단 800x400x2350,FN137-유리도어캐비닛 양문 6단 800x400x2350,APA143,,E81,
,,,,,,FN137,FN137-상부오픈 하부도어캐비닛 외문,,,,,APA143,,E81,
,,,,,,,,○,,4단 500x400x1660,FN137-상부오픈 하부도어캐비닛 외문 4단 500x400x1660,APA143,,E81,
,,,,,,,,○,,5단 500x400x2000,FN137-상부오픈 하부도어캐비닛 외문 5단 500x400x2000,APA143,,E81,
,,,,,,,,○,,6단 500x400x2350,FN137-상부오픈 하부도어캐비닛 외문 6단 500x400x2350,APA143,,E81,
,,,,,,FN137,FN137-상부오픈 하부도어캐비닛 양문,,,,,APA143,,E81,
,,,,,,,,○,,4단 800x400x1660,FN137-상부오픈 하부도어캐비닛 양문 4단 800x400x1660,APA143,,E81,
,,,,,,,,○,,5단 800x400x2000,FN137-상부오픈 하부도어캐비닛 양문 5단 800x400x2000,APA143,,E81,
,,,,,,,,○,,6단 800x400x2350,FN137-상부오픈 하부도어캐비닛 양문 6단 800x400x2350,APA143,,E81,
,,,,,,FN137,FN137-상부유리 하부도어캐비닛 외문,,,,,APA143,,E81,
,,,,,,,,○,,4단 500x400x1660,FN137-상부유리 하부도어캐비닛 외문 4단 500x400x1660,APA143,,E81,
,,,,,,,,○,,5단 500x400x2000,FN137-상부유리 하부도어캐비닛 외문 5단 500x400x2000,APA143,,E81,
,,,,,,,,○,,6단 500x400x2350,FN137-상부유리 하부도어캐비닛 외문 6단 500x400x2350,APA143,,E81,
,,,,,,FN137,FN137-상부유리 하부도어캐비닛 양문,,,,,APA143,,E81,
,,,,,,,,○,,4단 800x400x1660,FN137-상부유리 하부도어캐비닛 양문 4단 800x400x1660,APA143,,E81,
,,,,,,,,○,,5단 800x400x2000,FN137-상부유리 하부도어캐비닛 양문 5단 800x400x2000,APA143,,E81,
,,,,,,,,○,,6단 800x400x2350,FN137-상부유리 하부도어캐비닛 양문 6단 800x400x2350,APA143,,E81,
,,,,,,FN137,FN137-중간오픈 도어캐비닛 외문,,,,,APA143,,E81,
,,,,,,,,○,,4단 600x400x1660,FN137-중간오픈 도어캐비닛 외문 4단 600x400x1660,APA143,,E81,
,,,,,,,,○,,5단 600x400x2000,FN137-중간오픈 도어캐비닛 외문 5단 600x400x2000,APA143,,E81,
,,,,,,,,○,,6단 600x400x2350,FN137-중간오픈 도어캐비닛 외문 6단 600x400x2350,APA143,,E81,
,,,,,,FN137,FN137-중간오픈 도어캐비닛 양문,,,,,APA143,,E81,
,,,,,,,,○,,4단 800x400x1660,FN137-중간오픈 도어캐비닛 양문 4단 800x400x1660,APA143,,E81,
,,,,,,,,○,,5단 800x400x2000,FN137-중간오픈 도어캐비닛 양문 5단 800x400x2000,APA143,,E81,
,,,,,,,,○,,6단 800x400x2350,FN137-중간오픈 도어캐비닛 양문 6단 800x400x2350,APA143,,E81,
,,,,,,,,,,,,,,E81,
,,,,138.0,헹거,FN138,FN138-2단 행거,,,,,APA12,,E81,
,,,,,,,,○,,800x370x1995,FN138-2단 행거 800x370x1995,APA12,,E81,
,,,,,,,,○,,800x470x1995,FN138-2단 행거 800x470x1995,APA12,,E81,
,,,,,,,FN138-서랍 행거,,,,,APA12,,E81,
,,,,,,,,○,,800x370x1995,FN138-서랍 행거 800x370x1995,APA12,,E81,
,,,,,,,,○,,800x470x1995,FN138-서랍 행거 800x470x1995,APA12,,E81,
,,,,,,,FN138-선반 행거,,,,,APA12,,E81,
,,,,,,,,○,,800x370x1995,FN138-선반 행거 800x370x1995,APA12,,E81,
,,,,,,,,○,,800x470x1995,FN138-선반 행거 800x470x1995,APA12,,E81,
,,,,,,,FN138-선반확장 행거,,,,,APA12,,E81,
,,,,,,,,○,,1200x370x1995,FN138-선반확장 행거 1200x370x1995,APA12,,E81,
,,,,,,,,○,,1200x470x1995,FN138-선반확장 행거 1200x470x1995,APA12,,E81,
,,,,,,,FN138-코너 행거,,,,,APA12,,E81,
,,,,,,,,○,,760(370)x760(370)x1995,FN138-코너 행거 760(370)x760(370)x1995,APA12,,E81,
,,,,,,,,○,,760(470)x760(470)x1995,FN138-코너 행거 760(470)x760(470)x1995,APA12,,E81,
,,,,,,,"FN138-시스템 행거(선반, 서랍)",○,,1600x370x1995,"FN138-시스템 행거(선반, 서랍) 1600x370x1995",APA12,,E81,
,,,,,,,"FN138-시스템 행거(선반확장, 서랍) ",○,,2000x370x1995,"FN138-시스템 행거(선반확장, 서랍)  2000x370x1995",APA12,,E81,
,,,,,,,"FN138-시스템 행거(선반확장, 선반) ",○,,2000x370x1995,"FN138-시스템 행거(선반확장, 선반)  2000x370x1995",APA12,,E81,
,,,,,,,FN138-시스템 행거(선반확장x2) ,○,,2400x370x1995,FN138-시스템 행거(선반확장x2)  2400x370x1995,APA12,,E81,
,,,,,,,FN138-시스템 행거(선반확장 대칭) ,○,,2400x370x1995,FN138-시스템 행거(선반확장 대칭)  2400x370x1995,APA12,,E81,
,,,,,,,"FN138-시스템 행거(2단, 서랍, 선반) ",○,,2400x370x1995,"FN138-시스템 행거(2단, 서랍, 선반)  2400x370x1995",APA12,,E81,
,,,,,,,"FN138-시스템 행거(선반, 서랍, 선반확장) ",○,,2800x370x1995,"FN138-시스템 행거(선반, 서랍, 선반확장)  2800x370x1995",APA12,,E81,
,,,,,,,"FN138-시스템 행거(선반확장, 2단, 서랍, 선반) ",○,,3600x370x1995,"FN138-시스템 행거(선반확장, 2단, 서랍, 선반)  3600x370x1995",APA12,,E81,
,,,,,,,"FN138-시스템 행거(서랍, 코너, 선반)",○,,1560x1560x1995,"FN138-시스템 행거(서랍, 코너, 선반) 1560x1560x1995",APA12,,E81,
,,,,,,,"FN138-시스템 행거(선반확장, 코너, 선반확장)",○,,1960x1960x1995,"FN138-시스템 행거(선반확장, 코너, 선반확장) 1960x1960x1995",APA12,,E81,
,,,,,,,"FN138-시스템 행거(선반확장, 코너, 선반확장, 서랍)",○,,1960x2760x1995,"FN138-시스템 행거(선반확장, 코너, 선반확장, 서랍) 1960x2760x1995",APA12,,E81,
,,,,,,,"FN138-시스템 행거(선반확장, 2단, 코너, 선반확장)",○,,2760x1960x1995,"FN138-시스템 행거(선반확장, 2단, 코너, 선반확장) 2760x1960x1995",APA12,,E81,
,,,,,,,,,,,,,,E81,
,,,,,,,,,,,,,,E81,
,,,,,,,,,,,,,,E81,
,,,,,,,,,,,,,,E81,
,,140.0,장비,,,,,,,,,,,E82,
,,,,141.0,냉장고,FN141,FN141-냉장고(일반형),○,,600x780,FN141-냉장고(일반형) 600x780,APA,,E82,
,,,,,,,,○,,840x810,FN141-냉장고(일반형) 840x810,APA,,E82,
,,,,,,FN141,FN141-냉장고(양문형),○,,910x760,FN141-냉장고(양문형) 910x760,APA,,E82,
,,,,,,,,○,,910x930,FN141-냉장고(양문형) 910x930,APA,,E82,
,,,,,,FN141,FN141-냉장고(소형),○,,440x520x900,FN141-냉장고(소형) 440x520x900,APA,,E82,
,,,,,,FN141,FN141-냉장고(업소용 중형),○,,640x800,FN141-냉장고(업소용 중형) 640x800,APA,,E82,일반
,,,,,,FN141,FN141-냉장고(업소용 대형),○,,1260x800,FN141-냉장고(업소용 대형) 1260x800,APA,,E82,양문
,,,,,,FN141,FN141-김치냉장고(뚜껑형),○,,666x612x900,FN141-김치냉장고(뚜껑형) 666x612x900,APA,,E82,
,,,,,,FN141,FN141-김치냉장고(스탠드형),○,,350x300x1820,FN141-김치냉장고(스탠드형) 350x300x1820,APA,,E82,
,,,,142.0,"가스레인지, 인덕션",FN142,FN142-가스레인지(2구),○,,590x410,FN142-가스레인지(2구) 590x410,APA,,E82,
,,,,,,FN142,FN142-가스레인지(3구),○,,595x460,FN142-가스레인지(3구) 595x460,APA,,E82,
,,,,,,FN142,FN142-가스레인지(4구),○,,595x510,FN142-가스레인지(4구) 595x510,APA,,E82,
,,,,,,FN142,FN142-인덕션,○,,595x510,FN142-인덕션 595x510,APA,,E82,
,,,,143.0,오븐,FN143,FN143-오븐,○,,600x600,FN143-오븐 600x600,APA,,E82,
,,,,144.0,식기세척기,FN144,FN144-식기세척기,○,,600x600,FN144-식기세척기 600x600,APA,,E82,
,,,,145.0,세탁기,FN145,FN145-세탁기(일반),○,,610x670,FN145-세탁기(일반) 610x670,APA,,E82,
,,,,,,,,○,,640x700,FN145-세탁기(일반) 640x700,APA,,E82,
,,,,,,,,○,,690x750,FN145-세탁기(일반) 690x750,APA,,E82,
,,,,,,FN145,FN145-세탁기(드럼),○,,690x790,FN145-세탁기(드럼) 690x790,APA,,E82,
,,,,,,,,○,,690x870,FN145-세탁기(드럼) 690x870,APA,,E82,
,,,,,,,,○,,814x737x1036,FN145-세탁기(드럼) 814x737x1036,APA,,E82,
,,,,146.0,건조기,FN146,FN146-건조기,○,,600x600,FN146-건조기 600x600,APA,,E82,
,,,,,,,,○,,690x870,FN146-건조기 690x870,APA,,E82,
,,,,147.0,에어컨 및 실외기,FN147,FN147-사무용 에어컨 스탠드형,○,,590x440x1840,FN147-사무용 에어컨 스탠드형 590x440x1840,APA,,E82,
,,,,,,FN147,FN147-사무용 에어컨 스탠드형(대형),○,,1050x495x1880,FN147-사무용 에어컨 스탠드형(대형) 1050x495x1880,APA,,E82,
,,,,,,FN147,FN147-시스템 에어컨1WAY,○,,1200x450,FN147-시스템 에어컨1WAY 1200x450,APA,,E82,
,,,,,,FN147,FN147-시스템 에어컨4WAY,○,,840x840,FN147-시스템 에어컨4WAY 840x840,APA,,E82,
,,,,,,FN147,FN147-에어컨 실외기 ,○,,790x285x548,FN147-에어컨 실외기  790x285x548,APA,,E82,
,,,,,,FN147,FN147-에어컨 실외기 대형,○,,950x330x1380,FN147-에어컨 실외기 대형 950x330x1380,APA,,E82,
,,,,,,FN147,FN147-에어컨(벽걸이형),○,,857x190x348,FN147-에어컨(벽걸이형) 857x190x348,APA,,E82,
,,,,,,FN147,FN147-가정용 에어컨 스탠드형,○,,350x300,FN147-가정용 에어컨 스탠드형 350x300,APA,,E82,
,,,,148.0,기타,FN148,FN148-전자레인지,○,,489x274,FN148-전자레인지 489x274,APA,,E82,
,,,,,,FN148,FN148-공기청정기,○,,370x370,FN148-공기청정기 370x370,APA,,E82,
,,,,,,FN148,FN148-TV,○,,1449x10x881,FN148-TV 1449x10x881,APA,,E82,
,,,,,,FN148,FN148-복합기,○,,566x620x1130,FN148-복합기 566x620x1130,APA,,E82,
,,,,,,FN148,FN148-노트북,○,,400x270,FN148-노트북 400x270,APA,,E82,
,,,,,,FN148,FN148-모니터,○,,600x102,FN148-모니터 600x102,APA,,E82,
,,,,,,FN148,FN148-마우스,○,,120x60,FN148-마우스 120x60,APA,,E82,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
FN200,주거용 가구 및 기기,,,,,,,,,,,,,,
,,210.0,휴식용 가구,,,,,,,,,,,E81,
,,,,211.0,침대,FN211,FN211-싱글 침대,○,,(싱글) 1000x2000,FN211-싱글 침대 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,(슈퍼싱글) 1100x2000,FN211-싱글 침대 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,FN211,FN211-더블 침대,○,,(더블) 1350x2000,FN211-더블 침대 (더블) 1350x2000,APA,,E81,
,,,,,,,,○,,(퀸) 1500x2000,FN211-더블 침대 (퀸) 1500x2000,APA,,E81,
,,,,,,,,○,,(킹) 1600x2000,FN211-더블 침대 (킹) 1600x2000,APA,,E81,
,,,,,,FN211,FN211-2층 침대,○,,,FN211-2층 침대 ,APA,,E81,
,,,,,,FN211,FN211-단층 침대,,,,,APA,,E81,
,,,,,,,,○,,(싱글) 1000x2000,FN211-단층 침대 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,(슈퍼싱글) 1100x2000,FN211-단층 침대 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,○,,(더블) 1400x2000,FN211-단층 침대 (더블) 1400x2000,APA,,E81,
,,,,,,,,○,,(퀸) 1500x2000,FN211-단층 침대 (퀸) 1500x2000,APA,,E81,
,,,,,,,,○,,(킹) 1600x2000,FN211-단층 침대 (킹) 1600x2000,APA,,E81,
,,,,,,,,○,,수납형 (싱글) 1000x2000,FN211-단층 침대 수납형 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,수납형 (슈퍼싱글) 1100x2000,FN211-단층 침대 수납형 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,○,,수납형 (더블) 1400x2000,FN211-단층 침대 수납형 (더블) 1400x2000,APA,,E81,
,,,,,,,,○,,수납형 (퀸) 1500x2000,FN211-단층 침대 수납형 (퀸) 1500x2000,APA,,E81,
,,,,,,,,○,,수납형 (킹) 1600x2000,FN211-단층 침대 수납형 (킹) 1600x2000,APA,,E81,
,,,,,,,,○,,난간테두리 (싱글) 1000x2000,FN211-단층 침대 난간테두리 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,난간테두리 (슈퍼싱글) 1100x2000,FN211-단층 침대 난간테두리 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,○,,난간테두리 (더블) 1400x2000,FN211-단층 침대 난간테두리 (더블) 1400x2000,APA,,E81,
,,,,,,,,○,,난간테두리 (퀸) 1500x2000,FN211-단층 침대 난간테두리 (퀸) 1500x2000,APA,,E81,
,,,,,,,,○,,난간테두리 (킹) 1600x2000,FN211-단층 침대 난간테두리 (킹) 1600x2000,APA,,E81,
,,,,,,,,○,,난간테두리 수납형 (싱글) 1000x2000,FN211-단층 침대 난간테두리 수납형 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,난간테두리 수납형 (슈퍼싱글) 1100x2000,FN211-단층 침대 난간테두리 수납형 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,○,,난간테두리 수납형 (더블) 1400x2000,FN211-단층 침대 난간테두리 수납형 (더블) 1400x2000,APA,,E81,
,,,,,,,,○,,난간테두리 수납형 (퀸) 1500x2000,FN211-단층 침대 난간테두리 수납형 (퀸) 1500x2000,APA,,E81,
,,,,,,,,○,,난간테두리 수납형 (킹) 1600x2000,FN211-단층 침대 난간테두리 수납형 (킹) 1600x2000,APA,,E81,
,,,,,,,,○,,상부난간 (싱글) 1000x2000,FN211-단층 침대 상부난간 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,상부난간 (슈퍼싱글) 1100x2000,FN211-단층 침대 상부난간 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,○,,상부난간 (더블) 1400x2000,FN211-단층 침대 상부난간 (더블) 1400x2000,APA,,E81,
,,,,,,,,○,,상부난간 (퀸) 1500x2000,FN211-단층 침대 상부난간 (퀸) 1500x2000,APA,,E81,
,,,,,,,,○,,상부난간 (킹) 1600x2000,FN211-단층 침대 상부난간 (킹) 1600x2000,APA,,E81,
,,,,,,,,○,,상부난간 수납형 (싱글) 1000x2000,FN211-단층 침대 상부난간 수납형 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,상부난간 수납형 (슈퍼싱글) 1100x2000,FN211-단층 침대 상부난간 수납형 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,○,,상부난간 수납형 (더블) 1400x2000,FN211-단층 침대 상부난간 수납형 (더블) 1400x2000,APA,,E81,
,,,,,,,,○,,상부난간 수납형 (퀸) 1500x2000,FN211-단층 침대 상부난간 수납형 (퀸) 1500x2000,APA,,E81,
,,,,,,,,○,,상부난간 수납형 (킹) 1600x2000,FN211-단층 침대 상부난간 수납형 (킹) 1600x2000,APA,,E81,
,,,,,,,,○,,상하부난간 (싱글) 1000x2000,FN211-단층 침대 상하부난간 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,상하부난간 (슈퍼싱글) 1100x2000,FN211-단층 침대 상하부난간 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,○,,상하부난간 (더블) 1400x2000,FN211-단층 침대 상하부난간 (더블) 1400x2000,APA,,E81,
,,,,,,,,○,,상하부난간 (퀸) 1500x2000,FN211-단층 침대 상하부난간 (퀸) 1500x2000,APA,,E81,
,,,,,,,,○,,상하부난간 (킹) 1600x2000,FN211-단층 침대 상하부난간 (킹) 1600x2000,APA,,E81,
,,,,,,,,○,,상하부난간 수납형 (싱글) 1000x2000,FN211-단층 침대 상하부난간 수납형 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,상하부난간 수납형 (슈퍼싱글) 1100x2000,FN211-단층 침대 상하부난간 수납형 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,○,,상하부난간 수납형 (더블) 1400x2000,FN211-단층 침대 상하부난간 수납형 (더블) 1400x2000,APA,,E81,
,,,,,,,,○,,상하부난간 수납형 (퀸) 1500x2000,FN211-단층 침대 상하부난간 수납형 (퀸) 1500x2000,APA,,E81,
,,,,,,,,○,,상하부난간 수납형 (킹) 1600x2000,FN211-단층 침대 상하부난간 수납형 (킹) 1600x2000,APA,,E81,
,,,,,,,,○,,3면난간 (싱글) 1000x2000,FN211-단층 침대 3면난간 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,3면난간 (슈퍼싱글) 1100x2000,FN211-단층 침대 3면난간 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,○,,3면난간 (더블) 1400x2000,FN211-단층 침대 3면난간 (더블) 1400x2000,APA,,E81,
,,,,,,,,○,,3면난간 (퀸) 1500x2000,FN211-단층 침대 3면난간 (퀸) 1500x2000,APA,,E81,
,,,,,,,,○,,3면난간 (킹) 1600x2000,FN211-단층 침대 3면난간 (킹) 1600x2000,APA,,E81,
,,,,,,,,○,,3면난간 수납형 (싱글) 1000x2000,FN211-단층 침대 3면난간 수납형 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,3면난간 수납형 (슈퍼싱글) 1100x2000,FN211-단층 침대 3면난간 수납형 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,○,,3면난간 수납형 (더블) 1400x2000,FN211-단층 침대 3면난간 수납형 (더블) 1400x2000,APA,,E81,
,,,,,,,,○,,3면난간 수납형 (퀸) 1500x2000,FN211-단층 침대 3면난간 수납형 (퀸) 1500x2000,APA,,E81,
,,,,,,,,○,,3면난간 수납형 (킹) 1600x2000,FN211-단층 침대 3면난간 수납형 (킹) 1600x2000,APA,,E81,
,,,,,,FN211,FN211-단층 침대 open 중앙,,,,,APA,,E81,
,,,,,,,,○,,정면 (싱글) 1000x2000,FN211-단층 침대 open 중앙 정면 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,정면 (슈퍼싱글) 1100x2000,FN211-단층 침대 open 중앙 정면 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,○,,측면 (싱글) 1000x2000,FN211-단층 침대 open 중앙 측면 (싱글) 1000x2000,APA,,E81,
,,,,,,,,○,,측면 (슈퍼싱글) 1100x2000,FN211-단층 침대 open 중앙 측면 (슈퍼싱글) 1100x2000,APA,,E81,
,,,,,,,,,,,,APA,,E81,
,,,,,,,,,,,,APA,,E81,
,,,,,,,,,,,,APA,,E81,
,,,,,,FN211,FN211-2층 침대 (스틸),,,,,APA,,E81,
,,,,,,,,○,,open_정면 1000x2000,FN211-2층 침대 (스틸) open_정면 1000x2000,APA,,E81,
,,,,,,,,○,,open_정면 1100x2000,FN211-2층 침대 (스틸) open_정면 1100x2000,APA,,E81,
,,,,,,,,○,,open_정면 수납 1000x2000,FN211-2층 침대 (스틸) open_정면 수납 1000x2000,APA,,E81,
,,,,,,,,○,,open_정면 수납 1100x2000,FN211-2층 침대 (스틸) open_정면 수납 1100x2000,APA,,E81,
,,,,,,,,○,,open_측면 1000x2000,FN211-2층 침대 (스틸) open_측면 1000x2000,APA,,E81,
,,,,,,,,○,,open_측면 1100x2000,FN211-2층 침대 (스틸) open_측면 1100x2000,APA,,E81,
,,,,,,,,○,,open_측면 수납 1000x2000,FN211-2층 침대 (스틸) open_측면 수납 1000x2000,APA,,E81,
,,,,,,,,○,,open_측면 수납 1100x2000,FN211-2층 침대 (스틸) open_측면 수납 1100x2000,APA,,E81,
,,,,,,FN211,FN211-2층 침대 (티크),,,,,APA,,E81,
,,,,,,,,○,,open_정면 1000x2000,FN211-2층 침대 (티크) open_정면 1000x2000,APA,,E81,
,,,,,,,,○,,open_정면 1100x2000,FN211-2층 침대 (티크) open_정면 1100x2000,APA,,E81,
,,,,,,,,○,,open_정면 수납 1000x2000,FN211-2층 침대 (티크) open_정면 수납 1000x2000,APA,,E81,
,,,,,,,,○,,open_정면 수납 1100x2000,FN211-2층 침대 (티크) open_정면 수납 1100x2000,APA,,E81,
,,,,,,,,○,,open_측면 1000x2000,FN211-2층 침대 (티크) open_측면 1000x2000,APA,,E81,
,,,,,,,,○,,open_측면 1100x2000,FN211-2층 침대 (티크) open_측면 1100x2000,APA,,E81,
,,,,,,,,○,,open_측면 수납 1000x2000,FN211-2층 침대 (티크) open_측면 수납 1000x2000,APA,,E81,
,,,,,,,,○,,open_측면 수납 1100x2000,FN211-2층 침대 (티크) open_측면 수납 1100x2000,APA,,E81,
,,,,,,FN211,FN211-2층 침대 (원목),,,,,APA,,E81,
,,,,,,,,○,,open_정면 1000x2000,FN211-2층 침대 (원목) open_정면 1000x2000,APA,,E81,
,,,,,,,,○,,open_정면 1100x2000,FN211-2층 침대 (원목) open_정면 1100x2000,APA,,E81,
,,,,,,,,○,,open_정면 수납 1000x2000,FN211-2층 침대 (원목) open_정면 수납 1000x2000,APA,,E81,
,,,,,,,,○,,open_정면 수납 1100x2000,FN211-2층 침대 (원목) open_정면 수납 1100x2000,APA,,E81,
,,,,,,,,○,,open_측면 1000x2000,FN211-2층 침대 (원목) open_측면 1000x2000,APA,,E81,
,,,,,,,,○,,open_측면 1100x2000,FN211-2층 침대 (원목) open_측면 1100x2000,APA,,E81,
